Haplotype	Contig	Length	NumProdV	Order	LatinName	CommonName	sample	locus	R15_5	hmrc	pi_min	pi_mean	pi_max	sim_95	Simple_repeat	LINE/L1	LTR/ERVL-MaLR	LTR/ERVL	LTR/ERV1	Low_complexity
primary	JANIGQ010000027.1	467910	26	Carnivora	Ursus americanus	American black bear	mUrsAme1.0	IGH	0.4259408860678335	medium	0.934640522875817	97.69659496111728	1.0	84.61538461538461	0.0209356500181658	0.3552478040648842	0.0097775213182022	0.0157765382231625	0.0089247932294672	0.0019127610010472
primary	JANIGQ010000014.1	190385	17	Carnivora	Ursus americanus	American black bear	mUrsAme1.0	IGK	0.0	low	0.6686046511627907	84.26373719700541	0.9421221864951768	0.0	0.0153425952674843	0.1422538540326181	0.0172860256847965	0.0285631746198492	0.0068177640045171	0.0064238254064133
primary	JANIGQ010000004.1	139591	8	Carnivora	Ursus americanus	American black bear	mUrsAme1.0	TRB	0.0	low	0.5757575757575758	68.35449295048195	0.9141914191419142	0.0	0.0245431295713907	0.1400161901555258	0.0218996926735964	0.0167346032337328	0.0045346763043462	0.0057955025753809
alternate	000081F_037_arrow	380626	9	Carnivora	Zalophus californianus	California sea lion	mZalCal1	IGH	0.0164544723692023	low	0.8778135048231511	95.89268352539644	1.0	55.55555555555556	0.0195388649225223	0.2871480140610468	0.0235953403078087	0.0198882892918507	0.0361772448545291	0.0079053979496934
primary	SUPER_8	138866	5	Carnivora	Zalophus californianus	California sea lion	mZalCal1	IGK	0.0	low	0.5643044619422573	77.8205548354608	1.0	40.0	0.0182910143591663	0.2856350726599743	0.0162962856278714	0.0194504054268143	0.0076260567741563	0.0066106894416199
primary	SUPER_14	471412	13	Carnivora	Zalophus californianus	California sea lion	mZalCal1	IGL	0.0	low	0.6581196581196581	85.73641901014545	1.0	30.76923076923077	0.0151332592297183	0.2065390783433599	0.0140811010326423	0.0203304116144688	0.0411656894605992	0.0069684267689409
alternate	000007F_001_arrow	503792	21	Carnivora	Zalophus californianus	California sea lion	mZalCal1	TRA	0.0	low	0.5224719101123596	75.23998643939275	0.9646643109540636	9.52380952380952	0.0200618509226029	0.1702666973671674	0.0101668942738272	0.0221400895607711	0.0097659351478387	0.0085848921777241
alternate	000002F_171_arrow	136310	7	Carnivora	Zalophus californianus	California sea lion	mZalCal1	TRB	0.0	low	0.5579514824797843	67.91436577911621	0.9269102990033222	0.0	0.0143202993177316	0.1836182231677793	0.0261316117672951	0.0274081138581175	0.0029198151272833	0.0059423373193456
maternal	CM071524.1	810744	30	Perissodactyla	Equus caballus	horse	mEquCab1	IGH	0.1024910452621296	medium	0.6064690026954178	87.12576585954069	1.0	36.66666666666666	0.0126180397264734	0.1907766199934874	0.0271306355643705	0.0650155906180002	0.033623437237895	0.0004884402474763
primary	CM107798.1	469924	37	Artiodactyla	Sus scrofa	wild boar	mSusScr2	IGH	0.0892506022250406	medium	0.9297124600638976	97.58977756168844	1.0	78.37837837837837	0.0063478349690588	0.3001315106272503	0.0081672781130565	0.0027195886994492	0.0052540410789829	0.0016640988755628
primary	CM107805.1	293732	20	Artiodactyla	Sus scrofa	wild boar	mSusScr2	IGL	0.0	low	0.6253521126760564	90.86099092894504	0.9933774834437086	50.0	0.0249513161657565	0.1217504391758473	0.0087222365966254	0.0174989446161807	0.0003064017539798	0.0113096291857884
paternal	CM071538.1	1305981	34	Perissodactyla	Equus caballus	horse	mEquCab1	IGL	0.0534808699360863	low	0.6	82.27470496611554	0.9797297297297296	8.8235294117647	0.008110378328628	0.1870762285209356	0.0234076912298111	0.0280831038123831	0.0121984929336644	0.0008116503992018
maternal	CM071508.1	891843	21	Perissodactyla	Equus caballus	horse	mEquCab1	IGK	0.0045703111422077	low	0.5757575757575758	82.74911915670886	0.9930555555555556	9.52380952380952	0.0078724618570757	0.341051059435349	0.0349826146530274	0.0209106311312641	0.0127309403112431	0.0016650912772763
primary	CM107794.1	773732	30	Artiodactyla	Sus scrofa	wild boar	mSusScr2	IGK	0.3055747985090444	medium	0.8297872340425532	96.245692178684	1.0	76.66666666666667	0.01525592840932	0.1631805327943008	0.0069261708188364	0.027189000842669	0.0042430712443068	0.0029053987685658
primary	CM107798.1	777348	36	Artiodactyla	Sus scrofa	wild boar	mSusScr2	TRA	0.0	low	0.4973404255319149	87.00730313337789	1.0	44.44444444444444	0.0215000231556522	0.136601625012221	0.0116138460509321	0.0339564776650869	0.0027902561015143	0.0057181596916696
paternal	CM071533.1	2649072	127	Perissodactyla	Equus caballus	horse	mEquCab1	TRA	0.3219987980696636	medium	0.5335195530726257	88.7087795584318	1.0	38.582677165354326	0.0074422288257925	0.2224080734687468	0.0287795122216383	0.045732241328284	0.0133714749919971	0.00216339910731
maternal	CM071505.1	842432	29	Perissodactyla	Equus caballus	horse	mEquCab1	TRB	0.0	low	0.5213903743315508	78.41537704429615	0.9594594594594594	6.89655172413793	0.008052875484312	0.1759631637924485	0.0213227892577679	0.0248293037301527	0.0073133499202309	0.0011454930486971
primary	CM107809.1	152980	7	Artiodactyla	Sus scrofa	wild boar	mSusScr2	TRB	0.0	low	0.5320855614973262	66.81054876819942	0.9297658862876256	0.0	0.0248006275330108	0.1159824813701137	0.0264544384886913	0.0145705320956987	0.0026081840763498	0.0053405673944306
