Subject	Haplotype	Locus	Contig	StartPos	EndPos	Length	QualityPass	QType	QType_comment	Selected
mPhoSin1	primary	IGL	scaffold_13_arrow_ctg1	64903595	65302925	399330	False			False
mPhoSin1	primary	IGL	scaffold_54_arrow_ctg1	0	26721	26721	False			False
mPhoSin1	alternate	TRA	000059F_009_arrow_arrow	3619	53647	50028	False			False
mPhoSin1	primary	TRA	scaffold_2_arrow_ctg1	102212477	102359879	147402	False			False
mPhoSin1	primary	TRA	scaffold_46_arrow_ctg1	0	42334	42334	False			False
mPhoSin1	primary	TRB	scaffold_8_arrow_ctg1	12112832	12236660	123828	True			True
mPleAur1	alternate	IGH	atg001883l_1	0	652251	652251	False			False
mPleAur1	alternate	IGH	atg001909l_1	0	519316	519316	False			False
mPleAur1	alternate	IGH	atg002322l_1	0	68218	68218	False			False
mPleAur1	alternate	IGH	atg003285l_1	0	121533	121533	False			False
mPleAur1	alternate	IGH	atg004458l_1	0	87280	87280	False			False
mPleAur1	alternate	IGH	atg004661l_1	0	57813	57813	False			False
mPleAur1	alternate	IGH	atg004877l_1	0	36948	36948	False			False
mPleAur1	alternate	IGH	hap_ptg000909l_1_1	186284	398232	211948	False			False
mPleAur1	alternate	IGH	hap_ptg001366l_1_1	0	39370	39370	False			False
mPleAur1	primary	IGH	SCAFFOLD_44	31929	168187	136258	False			False
mPleAur1	primary	IGH	SUPER_1	0	3195581	3195581	True	manually selected	haplotype 1	True
mPleAur1	primary	IGH	SUPER_14	16848262	17570282	722020	True	manually selected	haplotype 2	False
mPleAur1	alternate	IGL	atg001209l_1	0	719188	719188	False			False
mPleAur1	alternate	IGL	atg002860l_1	0	175737	175737	False			False
mPleAur1	primary	IGL	SUPER_13	28743226	29482428	739202	True			True
mPleAur1	alternate	TRA	atg000020l_1	432801	1071195	638394	True			False
mPleAur1	primary	TRA	SUPER_1	82663719	83315652	651933	True			True
mPleAur1	alternate	TRB	atg000580l_1	1567269	1813033	245764	True			True
mPleAur1	primary	TRB	SUPER_4	137764314	137995605	231291	True			False
mPumCon1.1	haplotype1	IGH	CM060209.1	221560	1745651	1524091	True			True
mPumCon1.1	haplotype2	IGH	CM060229.1	221885	1418315	1196430	True			False
mPumCon1.1	haplotype1	IGK	CM060206.1	102090800	102242475	151675	True			False
mPumCon1.1	haplotype2	IGK	CM060226.1	38744620	38896784	152164	True			True
mPumCon1.1	haplotype1	IGL	CM060215.1	20012027	21241374	1229347	True			True
mPumCon1.1	haplotype2	IGL	CM060235.1	20007750	21128746	1120996	True			False
mPumCon1.1	haplotype1	TRA	CM060209.1	76357274	76848621	491347	True			True
mPumCon1.1	haplotype2	TRA	CM060229.1	76005665	76496473	490808	True			False
mPumCon1.1	haplotype1	TRB	CM060205.1	12982087	13111683	129596	True			False
mPumCon1.1	haplotype2	TRB	CM060225.1	12991632	13121240	129608	True			True
mSorAra2	alternate	IGH	atg000779l_1	303453	424874	121421	False			False
mSorAra2	alternate	IGH	atg001288l_1	0	131811	131811	False			False
mSorAra2	alternate	IGH	atg001805l_1	71620	119894	48274	False			False
mSorAra2	alternate	IGH	hap_ptg000726l_1_1	1394760	1491294	96534	False			False
mSorAra2	alternate	IGH	hap_ptg001007l_1_1	1886098	4884294	2998196	True	manually selected	possibly broken	True
mSorAra2	primary	IGH	SUPER_2	263933307	264028807	95500	False			False
mSorAra2	primary	IGH	SUPER_X	120489608	120537844	48236	False			False
mSorAra2	primary	IGH	SUPER_X	121283601	121445514	161913	False			False
mSorAra2	primary	IGH	SUPER_X	153738808	155887202	2148394	True	manually selected	possibly broken	False
mSorAra2	alternate	IGK	hap_ptg001131l_1_1	919871	1404014	484143	True			False
mSorAra2	primary	IGK	SUPER_X	305998393	306413692	415299	False			False
mSorAra2	primary	IGK	SUPER_X	307652302	307905556	253254	False			False
mSorAra2	primary	IGK	SUPER_X	305998393	307905556	1907163	True			True
mSorAra2	alternate	IGL	atg000252l_1	0	2164177	2164177	True	manually selected	possibly broken	False
mSorAra2	alternate	IGL	hap_ptg000349l_1_1	0	355478	355478	False			False
mSorAra2	primary	IGL	SUPER_9	19576622	23084985	3508363	True			True
mSorAra2	primary	TRA	SUPER_3	74968148	75611635	643487	True			True
mSorAra2	alternate	TRB	hap_ptg000372l_1_1	311424	483647	172223	True			False
mSorAra2	primary	TRB	SUPER_1	439993071	440219524	226453	True			True
mThoBot1.0	alternate	IGH	JANJXW010000445.1	82598	716196	633598	True			False
mThoBot1.0	primary	IGH	JANJXV010000359.1	83311	734322	651011	True			True
mThoBot1.0	alternate	IGK	JANJXW010000010.1	2139124	6335658	4196534	True	manually selected	possibly broken	True
mThoBot1.0	alternate	IGK	JANJXW010000036.1	1388519	1615028	226509	False			False
mThoBot1.0	primary	IGK	JANJXV010000007.1	1055624	3860573	2804949	True	manually selected	possibly broken	False
mThoBot1.0	primary	IGK	JANJXV010000035.1	911172	1053655	142483	False			False
mThoBot1.0	primary	IGK	JANJXV010000035.1	14601765	15064509	462744	False			False
mThoBot1.0	alternate	TRA	JANJXW010000030.1	18361524	18809058	447534	True			False
mThoBot1.0	primary	TRA	JANJXV010000011.1	18372555	18827824	455269	True			True
mThoBot1.0	alternate	TRB	JANJXW010000007.1	6490241	6597070	106829	True			True
mThoBot1.0	primary	TRB	JANJXV010000024.1	21891008	21987249	96241	True			False
mUrsAme1.0	alternate	IGH	JANIGR010016135.1	0	37315	37315	False			False
mUrsAme1.0	alternate	IGH	JANIGR010019689.1	0	35242	35242	False			False
mUrsAme1.0	primary	IGH	JANIGQ010000027.1	45386648	45854558	467910	True			True
mUrsAme1.0	alternate	IGK	JANIGR010014852.1	0	42933	42933	False			False
mUrsAme1.0	alternate	IGK	JANIGR010021094.1	0	30838	30838	False			False
mUrsAme1.0	alternate	IGK	JANIGR010021578.1	0	33238	33238	False			False
mUrsAme1.0	alternate	IGK	JANIGR010037053.1	4487	23642	19155	False			False
mUrsAme1.0	primary	IGK	JANIGQ010000014.1	31670532	31860917	190385	True			True
mUrsAme1.0	alternate	IGL	JANIGR010000340.1	0	284174	284174	False			False
mUrsAme1.0	alternate	IGL	JANIGR010000929.1	0	211745	211745	False			False
mUrsAme1.0	alternate	IGL	JANIGR010001557.1	0	175270	175270	False			False
mUrsAme1.0	alternate	IGL	JANIGR010005547.1	5799	63570	57771	False			False
mUrsAme1.0	alternate	IGL	JANIGR010007166.1	28584	74744	46160	False			False
mUrsAme1.0	alternate	IGL	JANIGR010008066.1	7640	57259	49619	False			False
mUrsAme1.0	alternate	IGL	JANIGR010010344.1	0	57724	57724	False			False
mUrsAme1.0	alternate	IGL	JANIGR010033338.1	974	25019	24045	False			False
mUrsAme1.0	alternate	IGL	JANIGR010041776.1	0	22259	22259	False			False
mUrsAme1.0	alternate	IGL	JANIGR010052874.1	0	19793	19793	False			False
mUrsAme1.0	alternate	IGL	JANIGR010056120.1	0	19159	19159	False			False
mUrsAme1.0	alternate	IGL	JANIGR010057433.1	0	18896	18896	False			False
mUrsAme1.0	primary	IGL	JANIGQ010000033.1	455338	712442	257104	False			False
mUrsAme1.0	primary	IGL	JANIGQ010000033.1	1127318	1219578	92260	False			False
mUrsAme1.0	primary	IGL	JANIGQ010000033.1	32083668	33034362	950694	False			False
mUrsAme1.0	alternate	TRA	JANIGR010003169.1	0	122753	122753	False			False
mUrsAme1.0	alternate	TRA	JANIGR010003436.1	30003	109489	79486	False			False
mUrsAme1.0	alternate	TRA	JANIGR010008295.1	36676	68493	31817	False			False
mUrsAme1.0	alternate	TRA	JANIGR010024399.1	6018	30616	24598	False			False
mUrsAme1.0	alternate	TRA	JANIGR010039731.1	0	22812	22812	False			False
mUrsAme1.0	primary	TRA	JANIGQ010000022.1	58276428	58514849	238421	False			False
mUrsAme1.0	primary	TRA	JANIGQ010000037.1	113709	260502	146793	False			False
mUrsAme1.0	primary	TRA	JANIGQ010000037.1	3471500	4012144	540644	False			False
mUrsAme1.0	primary	TRA	JANIGQ010000064.1	494343	741915	247572	False			False
mUrsAme1.0	primary	TRA	JANIGQ010000064.1	1723512	1870125	146613	False			False
mUrsAme1.0	alternate	TRB	JANIGR010014925.1	5408	42739	37331	False			False
mUrsAme1.0	alternate	TRB	JANIGR010019840.1	0	35079	35079	False			False
mUrsAme1.0	primary	TRB	JANIGQ010000004.1	12122794	12262385	139591	True			True
mZalCal1	alternate	IGH	000081F_037_arrow	86981	467607	380626	True			True
mZalCal1	primary	IGH	SUPER_6	89196	407228	318032	True			False
mZalCal1	alternate	IGK	000000F_197_arrow	310998	449604	138606	True			False
mZalCal1	primary	IGK	SUPER_8	38523122	38661988	138866	True			True
mZalCal1	alternate	IGL	000094F_009_arrow	367836	640994	273158	False			False
mZalCal1	primary	IGL	SUPER_14	25031096	25502508	471412	True	manually selected	main	True
mZalCal1	primary	IGL	SUPER_14	28167930	28199400	31470	False			False
mZalCal1	primary	IGL	SUPER_14	29554893	29623777	68884	False			False
mZalCal1	alternate	TRA	000007F_001_arrow	1066884	1570676	503792	True			True
mZalCal1	primary	TRA	SUPER_6	72457227	72960905	503678	True			False
mZalCal1	alternate	TRB	000002F_171_arrow	777864	914174	136310	True			True
mZalCal1	primary	TRB	SUPER_12	94128408	94264690	136282	True			False
mBosTau	maternal	IGH	21_O_hifiasm	78061421	78730677	669256	True			True
mBosTau	paternal	IGH	21_H_hifiasm	78894857	79303727	408870	False			False
mBosTau	paternal	IGH	NKLS02001456.1_H_hifiasm	50995	111649	60654	False			False
mBosTau	maternal	IGK	11_O_hifiasm	50748874	50920229	171355	True			False
mBosTau	paternal	IGK	11_H_hifiasm	54730037	54955764	225727	True			True
mBosTau	maternal	IGL	17_O_hifiasm	71827771	72220573	392802	True			False
mBosTau	paternal	IGL	17_H_hifiasm	72074282	72552139	477857	True			True
mBosTau	maternal	TRA	10_O_hifiasm	24869801	27594930	2725129	True			True
mBosTau	paternal	TRA	10_H_hifiasm	24595	963510	938915	False			False
mBosTau	paternal	TRA	10_H_hifiasm	24877570	26548579	1671009	False			False
mBosTau	maternal	TRB	4_O_hifiasm	108366817	109068450	701633	True			False
mBosTau	paternal	TRB	4_H_hifiasm	107556904	108277518	720614	True			True
